,title,price,rating,replyCount,brand,item0,item1,item2,item3
0,옥션맘특가쌀과자마을10+2 아이과자 요거트 과일칩,0.03790786948176583,1.0,0.08245783192877447,0.0,[내아이애] 내아이애 유기농 쌀과자/떡뻥 특가 할인 (10+2),남양유업 아이꼬야(구 아기꼬야) 사과  딸기  귤,신상론칭 10+2 유기농 아이간식 쌀과자 김 보리차,[내아이애] 동결건조 요거트 큐브 모음전 (10팩 구매시 1팩 증정)
1,HARIBO 하리보 골드베렌 젤리 980G/해피콜라젤리 980g,0.2538387715930902,1.0,0.00017530898208091762,0.016129032258064516,내아이애 유기농 순수 야채링 과자 단호박 3p + 자색고구마 3p,[매일유업] 아몬드브리즈 오리지날/190mlx12팩24팩/아몬드 두유,[하리보] 하리보 젤리 골드베렌 980g,[매일유업] 요미요미 쌀떡뻥 고구마와 연근 30gx6팩
2,[매일유업] 아몬드브리즈 오리지날/190mlx12팩24팩/아몬드 두유,0.2154510556621881,1.0,0.0010643759626341428,0.03225806451612903,HARIBO 하리보 골드베렌 젤리 980G/해피콜라젤리 980g,내아이애 유기농 순수 야채링 과자 단호박 3p + 자색고구마 3p,[하리보] 하리보 젤리 골드베렌 980g,내아이애 정성빚은 쌀튀밥
3,[매일유업] 매일 요미요미 유기농쌀과자 25gx8봉,0.4865642994241842,0.9,0.00015026484178364368,0.03225806451612903,내아이애 유기농 쌀과자 떡뻥 10종 세트(+1 한봉더),[매일유업] 매일 상하 맛있는 비타치즈 딸기/플레인/요구르트 6박스(48매),요미요미 유기농 쌀과자 25gx8팩 7개월/12개월,[남양] 아이꼬야 요거트볼 불가리스 사과/딸기/블루베리 8개
4,[내아이애] 내아이애 유기농 쌀과자/떡뻥 특가 할인 (10+2),0.02111324376199616,1.0,0.03077924842534968,0.04838709677419355,신상론칭 10+2 유기농 아이간식 쌀과자 김 보리차,[내아이애] 동결건조 요거트 큐브 모음전 (10팩 구매시 1팩 증정),[분유이야기] 남양유업 아이꼬야(구 아기꼬야) 사과 딸기 귤,남양유업 아이꼬야(구 아기꼬야) 사과  딸기  귤
5,신상론칭 10+2 유기농 아이간식 쌀과자 김 보리차,0.040307101727447225,1.0,0.018432487258793626,0.06451612903225806,[분유이야기] 남양유업 아이꼬야(구 아기꼬야) 사과 딸기 귤,[내아이애] 내아이애 유기농 쌀과자/떡뻥 특가 할인 (10+2),[내아이애] 동결건조 요거트 큐브 모음전 (10팩 구매시 1팩 증정),남양유업 아이꼬야 동결건조 사과/딸기/귤
6,남양 아이꼬야 치즈볼/동결건조/불가리스/쌀과자,0.03071017274472169,0.9,0.0009641994014450469,0.08064516129032258,[질마재농장] 유기농100% 무첨가 유기농쌀과자 / 떡뻥,[매일유업] 요미요미 유기농쌀과자 모음전/유아식/이유식,10+2 또야호야 유기농 아기간식 /유아떡뻥쌀과자,일동후디스 쌀과자/떡뻥 웨하스 볼과자 그릭요거볼
7,질마재농장-유기농100% 무첨가 유기농쌀과자,0.045105566218809984,1.0,0.0030553851162674213,0.0967741935483871,[분유이야기] 남양유업 아이꼬야(구 아기꼬야) 사과 딸기 귤,크라운 마이쮸 대용량 딸기복숭아/포도사과맛 328g,남양유업 아이꼬야 동결건조 사과/딸기/귤,[지후쌀과자] 유기농쌀/쌀과자 10+2봉/떡뻥/1만원무배/우체국
8,크라운 마이쮸 대용량 딸기복숭아/포도사과맛 328g,0.049904030710172756,1.0,0.00010017656118909579,0.11290322580645161,질마재농장-유기농100% 무첨가 유기농쌀과자,[지후쌀과자] 유기농쌀/쌀과자 10+2봉/떡뻥/1만원무배/우체국,[분유이야기] 남양유업 아이꼬야(구 아기꼬야) 사과 딸기 귤,남양유업 아이꼬야 동결건조 사과/딸기/귤
9,[지후쌀과자] 유기농쌀/쌀과자 10+2봉/떡뻥/1만원무배/우체국,0.033109404990403074,1.0,0.010869156889016893,0.12903225806451613,크라운 마이쮸 대용량 딸기복숭아/포도사과맛 328g,후디스.요미요미.아이배냇.남양 아기 과자/간식 48종,[분유이야기] 일동후디스 유기농 쌀과자 떡뻥(30g). 곡물바(40g),[일동후디스] 후디스 아기밀냠냠 아기과자/계란볼/웨하스/떡뻥/짜장
10,10+2 또야호야 유기농 아기간식 /유아떡뻥쌀과자,0.018714011516314782,0.9,0.0005760152268373008,0.14516129032258063,일동후디스 쌀과자/떡뻥 웨하스 볼과자 그릭요거볼,[라이스맘] 무료배송10+1증정/100%유기농 아기과자,남양 아이꼬야 치즈볼/동결건조/불가리스/쌀과자,[질마재농장] 유기농100% 무첨가 유기농쌀과자 / 떡뻥
11,[일동후디스] 후디스 아기밀냠냠 아기과자/계란볼/웨하스/떡뻥/짜장,0.022312859884836857,1.0,0.0024668478192814837,0.16129032258064516,후디스.요미요미.아이배냇.남양 아기 과자/간식 48종,[분유이야기] 일동후디스 유기농 쌀과자 떡뻥(30g). 곡물바(40g),10+1찬스 라이스맘 100%유기농 아기과자모음전,후디스 유기농김 2종 택1
12,[라이스맘] 무료배송10+1증정/100%유기농 아기과자,0.03071017274472169,0.9,0.0002379193328241025,0.1774193548387097,일동후디스 쌀과자/떡뻥 웨하스 볼과자 그릭요거볼,10+2 또야호야 유기농 아기간식 /유아떡뻥쌀과자,후디스 아이배냇 요미요미 아기 과자 간식 반찬 100종,[질마재농장] 유기농100% 무첨가 유기농쌀과자 / 떡뻥
13,[코스트코] 웰치스 후르츠 젤리 100봉 2.55kg,0.5585412667946257,0.9,0.00011269863133773277,0.1935483870967742,볼과자,일동후디스 그릭 요거볼 핑거푸드,일동후디스 비타민마을 물고기 친구들 60g,후디스 냠냠 순 과일칩 10개 / 순사과 / 순배 / 순딸기
14,[매일유업] 요미요미 유기농쌀떡뻥 30g 6봉,0.28502879078694815,0.9,0.0007763683492154924,0.03225806451612903,[매일유업] 요미요미 유기농쌀떡뻥 30g 6봉,내아이애 유기농 쌀과자 간식 셋트 (8+1이벤트),내아이애 유기농쌀 스스로 스틱 양파 3p + 브로콜리 3p,내아이애 유기농쌀 스스로 스틱 단호박 3p + 자색고구마 3p
15,[매일유업] 요미요미 유기농쌀떡뻥 30g 6봉,0.28502879078694815,0.9,0.0007763683492154924,0.03225806451612903,[매일유업] 요미요미 유기농쌀떡뻥 30g 6봉,내아이애 유기농 쌀과자 간식 셋트 (8+1이벤트),내아이애 유기농쌀 스스로 스틱 양파 3p + 브로콜리 3p,내아이애 유기농쌀 스스로 스틱 단호박 3p + 자색고구마 3p
16,[파스퇴르] 바른목장우유125ml(24팩),0.4145873320537428,0.8,3.756621044591092e-05,0.2096774193548387,일동후디스 구워만든 순곡물바 세트 바나나 40g x 2p + 치즈 40g x 2p + 당근 40g x 2p,[파스퇴르] 파스퇴르 전용목장 멸균우유 200mlx24팩,일동후디스 유기농 유아 쌀과자 6p 세트,일동후디스 순 과일칩
17,무료배송 담라 소프트캔디 2kg,0.2562380038387716,1.0,0.0001878310522295546,0.22580645161290322,후디스 냠냠 유기농쌀과자백미떡뻥 1box - 6개입,[파스퇴르] 파스퇴르 전용목장 저지방 우유 190mlx24팩,후디스 냠냠 유기농쌀과자 자색고구마떡뻥 1box - 6개,엘빈즈 우리밀로 만든 어린이 핫도그(10개입)
18,[한세상몰] 아이앤미10+2행사/1만무배/유기농쌀과자 샘플듬뿍,0.018714011516314782,1.0,0.02176335791833106,0.24193548387096775,[유기농아기간식베베당] 베베당 아기과자 떡뻥 요거트 과일칩 10+2 1만무배,베베당 유기농 쌀과자/떡뻥/요거트/과일칩/10+2 증정,[맘스쌀과자] 맘스쌀과자-해썹인증쌀과자- 엄마표 떡뻥쌀과자,10+1찬스 라이스맘 100%유기농 아기과자모음전
19,베베당 유기농 쌀과자/떡뻥/요거트/과일칩/10+2 증정,0.049904030710172756,1.0,1.2522070148636973e-05,0.25806451612903225,[맘스쌀과자] 맘스쌀과자-해썹인증쌀과자- 엄마표 떡뻥쌀과자,[유기농아기간식베베당] 베베당 아기과자 떡뻥 요거트 과일칩 10+2 1만무배,[한세상몰] 아이앤미10+2행사/1만무배/유기농쌀과자 샘플듬뿍,[맘스쌀과자] 유기농쌀로 만든 믿을수 있는 쌀가루-맘스쌀과자
20,[맘스쌀과자] 유기농쌀로 만든 믿을수 있는 쌀가루-맘스쌀과자,0.11708253358925144,1.0,0.007438109668290362,0.27419354838709675,[맘스쌀과자] 맘스쌀과자-해썹인증쌀과자- 엄마표 떡뻥쌀과자,베베당 유기농 쌀과자/떡뻥/요거트/과일칩/10+2 증정,[유기농아기간식베베당] 베베당 아기과자 떡뻥 요거트 과일칩 10+2 1만무배,엘빈즈 우리밀로 만든 어린이 핫도그(10개입)
21,[롯데아이몰] 목소리도맑음 배도라지푸룬 방구소리방긋 10억유산균,0.7000959692898273,1.0,0.0001377427716350067,0.29032258064516125,네슬레 거버 과일맛 퍼프 세트 42g 6통 묶음세트,[파스퇴르] 파스퇴르 쾌변두유(60팩),[파스퇴르] 파스퇴르 전용목장 저지방 우유 190mlx48팩,[파스퇴르] 파스퇴르 검은콩깨칼슘두유(96팩)/쾌변두유(60팩)
22,[남양] 아이꼬야 요거트볼 불가리스 사과/딸기/블루베리 8개,0.522552783109405,1.0,7.513242089182184e-05,0.08064516129032258,요미요미 유기농 쌀과자 25gx8팩 7개월/12개월,[일동후디스] 일동후디스 순과일칩 순딸기 12g X 10개입 무료배송,[매일유업] 매일 상하 맛있는 비타치즈 딸기/플레인/요구르트 6박스(48매),후디스 냠냠 순 과일칩 10개 / 순사과 / 순배 / 순딸기
23,후디스.요미요미.아이배냇.남양 아기 과자/간식 48종,0.03190978886756238,1.0,0.00022539726267546554,0.16129032258064516,[분유이야기] 일동후디스 유기농 쌀과자 떡뻥(30g). 곡물바(40g),[일동후디스] 후디스 아기밀냠냠 아기과자/계란볼/웨하스/떡뻥/짜장,후디스 유기농김 2종 택1,[일동후디스] 동결건조 과일칩15g 순사과/순배/순딸기/아기간식
24,(자연) 배하나도라지듬뿍100mlx70포(벌크형),0.9620921305182342,1.0,0.00012522070148636975,0.3064516129032258,(자연) 사과하나당근반쪽100ml 60포,(자연) 배하나 도라지듬뿍 100ml 60포,[베비언스] 킨더밀쉬 유음료 24개입(12개월)(200ml),Yum Earth 야미얼스 올가닉 후르츠 막대사탕 2.2kg
25,엘빈즈 쌀눈 담은 건강한 곡물그대로 과자,0.023512476007677547,1.0,0.0007262800686209445,0.3225806451612903,[유기농아기간식베베당] 베베당 아기과자 떡뻥 요거트 과일칩 10+2 1만무배,베베당 유기농 쌀과자/떡뻥/요거트/과일칩/10+2 증정,[맘스쌀과자] 맘스쌀과자-해썹인증쌀과자- 엄마표 떡뻥쌀과자,아이배냇 베베핑거 요거트 /아기간식과자
26,[일동후디스] 일동후디스 떡뻥x6봉 아기밀냠냠 유기농쌀과자 간식,0.43857965451055664,1.0,0.0003881841746077462,0.16129032258064516,[일동후디스] 일동후디스 순과일칩 순딸기 12g X 10개입 무료배송,일동후디스 순 과일칩,일동후디스 유기농 유아 쌀과자 6p 세트,[파스퇴르] 파스퇴르 전용목장 저지방 우유 190mlx24팩
27,[파스퇴르] 파스퇴르 전용목장 저지방 우유 190mlx24팩,0.34261036468330136,1.0,0.0,0.2096774193548387,후디스 냠냠 유기농쌀과자백미떡뻥 1box - 6개입,무료배송 담라 소프트캔디 2kg,[파스퇴르] 파스퇴르 전용목장 멸균우유 200mlx24팩,[일동후디스] 일동후디스 떡뻥x6봉 아기밀냠냠 유기농쌀과자 간식
28,벨라민츠 무설탕 과일맛 민트 20g x 9개/코스트코,0.24544145873320541,1.0,0.0,0.3387096774193548,엘빈즈 우리밀로 만든 어린이 핫도그(10개입),[아이배냇] 생(生)유산균 출시기념 초특가 1+1(60포)(3만+사은품),[엘빈즈] 엘빈즈 쌀눈 핫도그 (10개입),[아이배냇] 아이배냇 핑거요거트 4+1 / 다섯가지맛
29,네슬레 거버 과일맛 퍼프 세트 42g 6통 묶음세트,0.6876199616122841,1.0,0.0,0.3548387096774194,[롯데아이몰] 목소리도맑음 배도라지푸룬 방구소리방긋 10억유산균,[야미얼스] 막대사탕100개-아이키커/알사탕/캔디/화이트데이/간식,[파스퇴르] 파스퇴르 쾌변두유(60팩),[파스퇴르] 파스퇴르 전용목장 저지방 우유 190mlx48팩
30,(자연) 자연농장 코코배즙 90ml x 100포(벌크형),0.9788867562380038,0.8,5.0088280594547894e-05,0.3064516129032258,Yum Earth 야미얼스 올가닉 후르츠 막대사탕 2.2kg,(자연) 배하나도라지듬뿍100mlx70포(벌크형),(자연) 배하나 도라지듬뿍 100ml 60포,(자연) 사과하나당근반쪽100ml 60포
31,블랙포레스트 꼬마곰 젤리 2.72kg 구미베어 코스트코,0.4359404990403071,1.0,0.00010017656118909579,0.3709677419354839,아이배냇 스틱 유기농 쌀과자와 병아리콩 떡뻥,(자연) 사과하나당근반쪽100ml 30포,(무료배송) 해피베이비 퍼프 6종 3개 담기,아이배냇 사과 조아 과일칩
32,[유기농아기간식베베당] 베베당 아기과자 떡뻥 요거트 과일칩 10+2 1만무배,0.025911708253358926,1.0,0.025257015489800777,0.25806451612903225,[한세상몰] 아이앤미10+2행사/1만무배/유기농쌀과자 샘플듬뿍,베베당 유기농 쌀과자/떡뻥/요거트/과일칩/10+2 증정,[맘스쌀과자] 맘스쌀과자-해썹인증쌀과자- 엄마표 떡뻥쌀과자,엘빈즈 쌀눈 담은 건강한 곡물그대로 과자
33,[리뉴얼라이프] 유기농과자 8개묶음/과자/쌀떡과자/현미/베리/딸기,0.3666026871401152,0.9,0.000463316595499568,0.3870967741935484,아이배냇 스틱 유기농 쌀과자 떡뻥,아이배냇 곡물친구,아이배냇 사과 조아 과일칩,아이배냇 스틱 유기농 쌀과자와 병아리콩 떡뻥
34,요미요미 유기농 쌀과자 25gx8팩 7개월/12개월,0.5345489443378119,1.0,0.0,0.03225806451612903,[남양] 아이꼬야 요거트볼 불가리스 사과/딸기/블루베리 8개,[매일유업] 매일 상하 맛있는 비타치즈 딸기/플레인/요구르트 6박스(48매),내아이애 유기농 쌀과자 떡뻥 10종 세트(+1 한봉더),[매일유업] 매일 요미요미 유기농쌀과자 25gx8봉
35,[일동후디스] 일동후디스 순과일칩 순딸기 12g X 10개입 무료배송,0.505278310940499,1.0,0.0,0.16129032258064516,[일동후디스] 일동후디스 떡뻥x6봉 아기밀냠냠 유기농쌀과자 간식,후디스 냠냠 순 과일칩 10개 / 순사과 / 순배 / 순딸기,[남양] 아이꼬야 요거트볼 불가리스 사과/딸기/블루베리 8개,일동후디스 김과자
36,후디스 유기농김 2종 택1,0.04390595009596929,1.0,2.5044140297273947e-05,0.16129032258064516,[일동후디스] 동결건조 과일칩15g 순사과/순배/순딸기/아기간식,[분유이야기] 일동후디스 유기농 쌀과자 떡뻥(30g). 곡물바(40g),[일동후디스] 일동후디스 아기과자 구워만든 순 곡물바 5+1 행사중,후디스.요미요미.아이배냇.남양 아기 과자/간식 48종
37,[맘스쌀과자] 맘스쌀과자-해썹인증쌀과자- 엄마표 떡뻥쌀과자,0.0690978886756238,1.0,0.021951188970560614,0.27419354838709675,베베당 유기농 쌀과자/떡뻥/요거트/과일칩/10+2 증정,[유기농아기간식베베당] 베베당 아기과자 떡뻥 요거트 과일칩 10+2 1만무배,[맘스쌀과자] 유기농쌀로 만든 믿을수 있는 쌀가루-맘스쌀과자,[한세상몰] 아이앤미10+2행사/1만무배/유기농쌀과자 샘플듬뿍
38,[아이배냇] 아이배냇 핑거요거트 4+1 / 다섯가지맛,0.33061420345489445,1.0,3.756621044591092e-05,0.4032258064516129,아이배냇 스틱 유기농 쌀과자와 병아리콩 떡뻥,[아이배냇] 생(生)유산균 출시기념 초특가 1+1(60포)(3만+사은품),(킨더조이) 킨더조이 디즈니프린세스 T3 X 3개,아이배냇 곡물친구
39,남양유업 아이꼬야 동결건조 사과/딸기/귤,0.06429942418426104,1.0,0.0,0.08064516129032258,[분유이야기] 남양유업 아이꼬야(구 아기꼬야) 사과 딸기 귤,질마재농장-유기농100% 무첨가 유기농쌀과자,[내아이애] 동결건조 요거트 큐브 모음전 (10팩 구매시 1팩 증정),신상론칭 10+2 유기농 아이간식 쌀과자 김 보리차
40,[아이배냇] 쌀과자/곡물/핑거/과자/떡뻥,0.054702495201535514,1.0,0.00793899247423584,0.4032258064516129,[아이배냇] 아이배냇 사과조아 딸기조아 / 동결건조과일,[아이배냇] 꼬마 육포/영양간식/아기간식,[아이배냇] 꼬마 육포/어린이 영양간식/아기간식,[아이배냇] 핑커 요거트 과자 블루베리/딸기/유산균과자/과자
41,10+1찬스 라이스맘 100%유기농 아기과자모음전,0.03071017274472169,1.0,0.0,0.1774193548387097,후디스.요미요미.아이배냇.남양 아기 과자/간식 48종,[분유이야기] 일동후디스 유기농 쌀과자 떡뻥(30g). 곡물바(40g),[일동후디스] 후디스 아기밀냠냠 아기과자/계란볼/웨하스/떡뻥/짜장,후디스 유기농김 2종 택1
42,Yum Earth 야미얼스 올가닉 후르츠 막대사탕 2.2kg,1.0,0.9,5.0088280594547894e-05,0.4193548387096774,[베비언스] 킨더밀쉬 유음료 24개입(12개월)(200ml),(자연) 자연농장 코코배즙 90ml x 100포(벌크형),(자연) 배하나도라지듬뿍100mlx70포(벌크형),(자연) 배하나 도라지듬뿍 100ml 60포
43,[베비언스] 킨더밀쉬 유음료 24개입(12개월)(200ml),0.9904030710172744,1.0,1.2522070148636973e-05,0.43548387096774194,Yum Earth 야미얼스 올가닉 후르츠 막대사탕 2.2kg,(자연) 배하나도라지듬뿍100mlx70포(벌크형),(자연) 배하나 도라지듬뿍 100ml 60포,(자연) 사과하나당근반쪽100ml 60포
44,[분유이야기] 일동후디스 유기농 쌀과자 떡뻥(30g). 곡물바(40g),0.03910748560460653,1.0,0.00020035312237819158,0.16129032258064516,후디스 유기농김 2종 택1,[일동후디스] 동결건조 과일칩15g 순사과/순배/순딸기/아기간식,후디스.요미요미.아이배냇.남양 아기 과자/간식 48종,[일동후디스] 일동후디스 아기과자 구워만든 순 곡물바 5+1 행사중
45,해피 퍼프스 아무거나 3개 담기,0.4529750479846449,0.9,0.0002379193328241025,0.45161290322580644,아이배냇 사과 조아 과일칩,아이배냇 스틱 유기농 쌀과자 떡뻥,(무료배송) 해피베이비 퍼프 6종 3개 담기,아이배냇 핑거 요거트
46,[매일유업] 요미요미 유기농쌀과자 모음전/유아식/이유식,0.04750479846449136,0.9,0.0003881841746077462,0.03225806451612903,남양 아이꼬야 치즈볼/동결건조/불가리스/쌀과자,[질마재농장] 유기농100% 무첨가 유기농쌀과자 / 떡뻥,[내아이애] 동결건조 요거트 큐브 모음전 (10팩 구매시 1팩 증정),내아이애 유기농 떡뻥 과자 3종 세트
47,[아이배냇] 꼬마 육포/어린이 영양간식/아기간식,0.06645873320537429,1.0,1.2522070148636973e-05,0.4032258064516129,[아이배냇] 꼬마 육포/영양간식/아기간식,[아이배냇] 핑커 요거트 과자 블루베리/딸기/유산균과자/과자,[아이배냇] 핑거치즈/과자/쌀과자/핑거/두유,[아이배냇] 쌀과자/곡물/핑거/과자/떡뻥
48,(자연) 사과하나당근반쪽100ml 60포,0.8620441458733206,1.0,7.513242089182184e-05,0.3064516129032258,(자연) 배하나 도라지듬뿍 100ml 60포,(자연) 배하나도라지듬뿍100mlx70포(벌크형),[파스퇴르] 파스퇴르 전용목장 저지방 우유 190mlx48팩,[롯데아이몰] 목소리도맑음 배도라지푸룬 방구소리방긋 10억유산균
49,(자연) 배하나 도라지듬뿍 100ml 60포,0.8620441458733206,1.0,3.756621044591092e-05,0.3064516129032258,(자연) 사과하나당근반쪽100ml 60포,(자연) 배하나도라지듬뿍100mlx70포(벌크형),[파스퇴르] 파스퇴르 전용목장 저지방 우유 190mlx48팩,[롯데아이몰] 목소리도맑음 배도라지푸룬 방구소리방긋 10억유산균
50,[파스퇴르] 파스퇴르 검은콩깨칼슘두유(96팩)/쾌변두유(60팩),0.6785028790786948,0.9,7.513242089182184e-05,0.2096774193548387,[파스퇴르] 파스퇴르 쾌변두유(60팩)/칼슘두유(96팩),일동후디스 웨하스,일동후디스 비타민마을 물고기 친구들 60g,[파스퇴르] 파스퇴르 쾌변두유(60팩)
51,[파스퇴르] 파스퇴르 쾌변두유(60팩)/칼슘두유(96팩),0.6785028790786948,0.9,3.756621044591092e-05,0.2096774193548387,[파스퇴르] 파스퇴르 검은콩깨칼슘두유(96팩)/쾌변두유(60팩),일동후디스 웨하스,일동후디스 비타민마을 물고기 친구들 60g,[파스퇴르] 파스퇴르 쾌변두유(60팩)
52,[아이배냇] 핑커 요거트 과자 블루베리/딸기/유산균과자/과자,0.0714971209213052,1.0,0.000513404876094116,0.4032258064516129,[아이배냇] 꼬마 육포/영양간식/아기간식,[아이배냇] 꼬마 육포/어린이 영양간식/아기간식,[아이배냇] 핑거치즈/과자/쌀과자/핑거/두유,[아이배냇] 쌀과자/곡물/핑거/과자/떡뻥
53,[파스퇴르] 파스퇴르 전용목장 저지방 우유 190mlx48팩,0.7768714011516314,1.0,0.0,0.2096774193548387,[파스퇴르] 파스퇴르 쾌변두유(60팩),[롯데아이몰] 목소리도맑음 배도라지푸룬 방구소리방긋 10억유산균,(자연) 배하나 도라지듬뿍 100ml 60포,(자연) 사과하나당근반쪽100ml 60포
54,(킨더조이) 킨더조이 디즈니프린세스 T3 X 3개,0.24664107485604606,1.0,2.5044140297273947e-05,0.46774193548387094,[건국우유] 포켓밀크200정/40정/키즈/국산원유/우유칼슘캔디,[아이배냇] 생(生)유산균 출시기념 초특가 1+1(60포)(3만+사은품),[아이배냇] 아이배냇 핑거요거트 4+1 / 다섯가지맛,트롤리 올인원 젤리 1000g/왕꿈틀이 할로윈 수입젤리
55,[매일유업] 요미요미 쌀떡뻥 고구마와 연근 30gx6팩,0.35460652591170827,1.0,1.2522070148636973e-05,0.03225806451612903,[매일유업] 매일유업 요미요미 쌀떡뻥 현미와보리 30gx6팩,내아이애 유기농 순수 야채링 과자 단호박 3p + 자색고구마 3p,[매일유업] 매일 상하 맛있는 비타치즈 딸기/플레인/요구르트 6박스(48매),HARIBO 하리보 골드베렌 젤리 980G/해피콜라젤리 980g
56,[일동후디스] 일동후디스 아기과자 구워만든 순 곡물바 5+1 행사중,0.05302303262955854,1.0,0.0,0.16129032258064516,[일동후디스] 동결건조 과일칩15g 순사과/순배/순딸기/아기간식,후디스 유기농김 2종 택1,[분유이야기] 일동후디스 유기농 쌀과자 떡뻥(30g). 곡물바(40g),후디스.요미요미.아이배냇.남양 아기 과자/간식 48종
57,[내아이애] 동결건조 요거트 큐브 모음전 (10팩 구매시 1팩 증정),0.05398272552783111,1.0,1.2522070148636973e-05,0.04838709677419355,신상론칭 10+2 유기농 아이간식 쌀과자 김 보리차,[분유이야기] 남양유업 아이꼬야(구 아기꼬야) 사과 딸기 귤,남양유업 아이꼬야 동결건조 사과/딸기/귤,[내아이애] 내아이애 유기농 쌀과자/떡뻥 특가 할인 (10+2)
58,[아이배냇] 아이배냇 사과조아 딸기조아 / 동결건조과일,0.05062380038387716,1.0,0.0,0.4032258064516129,[아이배냇] 쌀과자/곡물/핑거/과자/떡뻥,[아이배냇] 꼬마 육포/어린이 영양간식/아기간식,[아이배냇] 꼬마 육포/영양간식/아기간식,아이배냇 베베핑거 요거트 /아기간식과자
59,[분유이야기] 남양유업 아이꼬야(구 아기꼬야) 사과 딸기 귤,0.049904030710172756,1.0,0.0028174657834433192,0.08064516129032258,남양유업 아이꼬야 동결건조 사과/딸기/귤,질마재농장-유기농100% 무첨가 유기농쌀과자,신상론칭 10+2 유기농 아이간식 쌀과자 김 보리차,크라운 마이쮸 대용량 딸기복숭아/포도사과맛 328g
60,[파스퇴르] 파스퇴르 쾌변두유(60팩),0.6785028790786948,1.0,1.2522070148636973e-05,0.2096774193548387,[롯데아이몰] 목소리도맑음 배도라지푸룬 방구소리방긋 10억유산균,마이쮸 대용량 328Gx10봉 820입 한박스,[파스퇴르] 파스퇴르 전용목장 저지방 우유 190mlx48팩,[파스퇴르] 파스퇴르 쾌변두유(60팩)/칼슘두유(96팩)
61,마이쮸 대용량 328Gx10봉 820입 한박스,0.6785028790786948,1.0,3.756621044591092e-05,0.11290322580645161,[남양] 남양유업 아기랑쌀이랑 오곡/흑미/퀴노아 오트 48팩,[파스퇴르] 파스퇴르 쾌변두유(60팩),일동후디스 웨하스,일동후디스 비타민마을 물고기 친구들 60g
62,[남양] 남양유업 아기랑쌀이랑 오곡/흑미/퀴노아 오트 48팩,0.6607485604606526,1.0,0.0,0.08064516129032258,마이쮸 대용량 328Gx10봉 820입 한박스,일동후디스 웨하스,[파스퇴르] 파스퇴르 쾌변두유(60팩),요미요미 유기농 쌀과자 25gx8팩 7개월/12개월
63,[커클랜드] 커클랜드 젤리벨리 젤리빈 1.8kg 45가지맛 코스트코,0.5463051823416507,0.8,3.756621044591092e-05,0.4838709677419355,아이배냇 핑거 요거트,해피 퍼프스 아무거나 3개 담기,[야미얼스] 막대사탕100개-아이키커/알사탕/캔디/화이트데이/간식,아이배냇 핑거 동글이
64,트롤리 올인원 젤리 1000g/왕꿈틀이 할로윈 수입젤리,0.2821497120921305,0.9,0.00017530898208091762,0.5,[건국우유] 포켓밀크 200정40정/국산원유/우유칼슘캔디,아이앤미꼬마쌀과자/유기농쌀과자 샘플듬뿍,그린원푸드 유기농 스틱 쌀과자 7종 세트,아이배냇 곡물친구
